"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nepal","NPL","Land under cereal production (hectares)","AG.LND.CREL.HA","","1715000","1724500","1725500","1742000","1786000","1794700","1821090","1909470","1951485","1994890","2009823","1973188","2092083","2124453","2152188","2183815","2203319","2232940","2191730","2247630","2312590","2331630","2470000","2586530","2636050","2622990","2825960","2980760","3006250","3045230","2836790","3028360","3023480","3159609","3228020","3252900","3270210","3296550","3298929","3287676","3298297","3334259","3361975","3337317","3371013","3261012","3424567","3434689","3353773","3408740","3513830","3373609","3405458","3418447","3314598","3495877","3407739","3451186","3401774","3435948","3469359","3457671","","",
"Nauru","NRU","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","",
"New Zealand","NZL","Land under cereal production (hectares)","AG.LND.CREL.HA","","124375","125583","140382","137402","131282","135954","145195","211306","218508","195634","215028","236039","211887","191024","204243","229801","218485","205402","207913","191767","180679","194344","192447","232785","256625","266842","224637","166845","157032","172807","157272","138902","152163","150717","133687","156560","166339","138107","141472","135440","143907","149670","133780","118079","115175","112204","117089","135409","162706","135547","143731","145843","136106","136664","138865","130787","110699","121248","123959","112694","112997","113518","","",
"OECD members","OED","Land under cereal production (hectares)","AG.LND.CREL.HA","","175284063","173713636","175878624","175932851","175691792","178848798","183708761","184367998","177203172","169294782","179441182","173257453","180694968","182661512","187495269","190658593","189814285","186036781","184429157","190553459","201215689","196706397","183263930","195225626","197039565","188558596","177910998","171924105","181352288","182979117","177666417","179915324","174399389","177787999","172343325","184447538","184460567","180097140","174065219","176729811","173877982","168874122","174320374","176096180","173779303","167400578","174783053","178613083","172019675","167254739","164780785","171233118","170596896","167327731","167612544","165316568","159876256","158289711","157798641","158083740","162991870","158446576","","",
"Oman","OMN","Land under cereal production (hectares)","AG.LND.CREL.HA","","2600","2600","2700","2800","2800","3000","3100","3100","3100","3200","3200","3300","3900","3900","3900","3200","2600","2600","2302","2718","1135","1135","1135","1135","1061","1918","2075","2228","2270","2380","6268","6214","6220","6295","6390","6409","6428","6204","6372","6434","6560","6581","6573","7811","6547","6424","6672","6373","5072","4292","6156","5534","5623","5247","5646","4889","4894","4846","4882","9778","6771","8420","","",
"Other small states","OSS","Land under cereal production (hectares)","AG.LND.CREL.HA","","378528","378587","360802","360931","379847","401782","417507","402384","390846","397580","357343","357229","379726","389476","287315","301469","286081","285090","323175","337060","308710","323684","311125","355306","354527","358758","377271","376457","364349","374323","342376","772006","729142","676806","661844","647765","674442","674421","664604","637397","601035","578604","600447","546603","603915","627562","619412","639787","628803","590358","558625","580351","600858","611481","631289","566416","584220","606129","593069","587528","617243","605777","","",
"Pakistan","PAK","Land under cereal production (hectares)","AG.LND.CREL.HA","","7858558","8090856","8212602","8533549","8872528","8667751","9031397","9536762","9706300","9837847","9473889","9190065","9602198","9525590","9435332","9764570","10280049","10330327","10585100","10584500","10910000","11040200","11401300","11350900","11048800","11382000","11317900","11302100","11809700","11864100","11705800","11738200","12181400","12134600","12210700","12410400","12356500","12718800","12515100","12668100","12126700","12022100","12481100","12470000","12809800","12931600","13051400","13387900","13674300","13332376","13308200","12749240","13363900","13959878","13961922","14087724","13928846","13735791","13893543","14083007","14703100","14011020","","",
"Panama","PAN","Land under cereal production (hectares)","AG.LND.CREL.HA","","192200","182700","197400","219600","238500","239900","242300","228900","228200","158060","158700","170900","172900","187700","189690","205500","192760","167710","172310","158410","166876","176840","188950","173292","185582","179242","171261","171344","172244","184619","178813","183640","173215","176451","180080","175320","128880","143460","130130","151679","164462","168946","186040","176833","153223","161128","147174","148316","150046","154227","156309","145693","149917","134492","159252","150493","146656","148455","151168","156460","154352","146505","","",
"Peru","PER","Land under cereal production (hectares)","AG.LND.CREL.HA","","719295","745816","724960","781750","777380","807950","836815","709050","826697","867040","865290","839220","816505","807755","806258","846300","848608","758571","786296","639839","770429","808350","775425","858155","785823","822030","922102","954645","966781","683214","753078","608643","746619","827184","807244","889045","937700","1034407","1091819","1152375","1153068","1139801","1138721","1048887","1161342","1154279","1156981","1225662","1288564","1248959","1184352","1258752","1279904","1246988","1289293","1209120","1219184","1248111","1209306","1185746","1207787","1217669","","",
"Philippines","PHL","Land under cereal production (hectares)","AG.LND.CREL.HA","","5195460","5110820","4985020","5122420","5215260","5254020","5551900","5588250","5615430","5625250","5796990","5549730","6257620","6651940","6871710","6890000","6775860","6830430","6851880","6707820","6811530","6403110","6414370","6449370","6913710","6966010","6938690","7137905","7186639","7138449","7017668","6531837","6434213","6661655","6454283","6691299","6571201","5526969","6642553","6548909","6552289","6441894","6416363","6653886","6512315","6730683","6921286","7121079","7216272","6853269","7081336","7284199","7309980","7351234","7218290","7040630","7364502","7311944","7168316","7272792","7369563","7330074","","",
"Palau","PLW","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Land under cereal production (hectares)","AG.LND.CREL.HA","","659","728","737","862","762","878","936","987","1349","1475","1791","1454","1057","1097","2027","1724","2850","3195","1635","1526","2271","2677","1884","1230","1091","1094","1631","1590","1620","1583","1976","2041","2250","2392","2564","2522","2350","2523","2650","2808","3000","3197","2862","2895","3120","3296","3407","3604","3630","3665","3801","3644","3742","3756","3831","3865","3813","3822","3878","3838","3851","3863","","",
"Poland","POL","Land under cereal production (hectares)","AG.LND.CREL.HA","","9045900","8777800","8838100","8767700","8505800","8380900","8409200","8457800","8669300","8346400","8452100","8484800","8246800","8088100","7864106","7768569","8001739","7852631","7871605","7846509","7906447","8094248","8105538","8159070","8204988","8237748","8382642","8439011","8376605","8530848","8716244","8321108","8506171","8480981","8571214","8720105","8899413","8843718","8701304","8813629","8820941","8293400","8163257","8377273","8328904","8381129","8352860","8598806","8582827","7597044","7803026","7704311","7479452","7484956","7511852","7400264","7601996","7806310","7891440","7466680","7451270","7196910","","",
"Pre-demographic dividend","PRE","Land under cereal production (hectares)","AG.LND.CREL.HA","","37999265","39453162","39596336","40223815","42142505","40242068","42181747","41162795","46002135","43702657","42942406","42007727","44779840","44311226","43013819","46035666","43918346","43653200","41062157","42875635","41637876","41366618","42620928","42982069","50652569","54520978","51875546","57905358","57308605","57831273","63372931","66624561","66733186","71094537","68039767","68031925","69163315","71151510","66990505","65511851","67217813","70223253","76031076","69762915","82771308","80281796","80282730","82155027","77594707","86339943","86319372","83808720","91820595","95870991","87156574","97462233","95539090","98260079","95886846","100501250","98663362","97955614","","",
"Puerto Rico","PRI","Land under cereal production (hectares)","AG.LND.CREL.HA","","15872","9489","9519","12094","10158","8901","7478","3400","3820","2260","1870","1870","1245","1180","1160","920","920","910","880","805","673","670","650","620","1840","1830","1300","810","630","500","435","430","247","390","440","470","480","541","400","260","163","103","79","61","51","74","59","30","23","17","12","4","6","28","102","45","59","68","57","61","62","60","","",
"Korea, Dem. People's Rep.","PRK","Land under cereal production (hectares)","AG.LND.CREL.HA","","1432000","1436000","1476000","1479000","1460000","1484000","1490000","1483000","1508000","1510000","1514000","1523000","1558000","1592000","1616000","1618000","1635000","1638000","1635000","1611000","1630000","1588000","1592000","1580000","1573000","1561000","1633000","1615000","1631000","1600714","1573441","1551887","1491319","1524142","1515183","1406376","1446943","1425050","1348472","1238522","1286500","1319747","1351565","1307744","1379377","1319380","1332386","1316647","1318971","1318580","1309000","1324500","1306500","1258174","1226457","1219569","1206343","1209621","1304434","1333186","1366223","1325807","","",
"Portugal","PRT","Land under cereal production (hectares)","AG.LND.CREL.HA","","1889916","2003216","2009667","1888672","1864134","1674915","1631911","1708524","1631285","1614753","1460112","1453278","1319749","1348627","1408953","1504934","1078998","1257060","1154437","1104313","1037193","1071141","1062745","984982","959846","934993","952621","892395","908470","759986","827647","768420","721793","677354","675657","652818","690234","506538","592345","577921","492715","514921","450798","463646","389344","373193","312098","365373","339898","304118","283097","287943","314182","301916","269207","257348","236552","231740","224310","215830","209240","198180","","",
"Paraguay","PRY","Land under cereal production (hectares)","AG.LND.CREL.HA","","111600","115200","116100","180800","180000","166817","204820","224914","176049","239309","268800","243000","232236","264993","278563","316434","357038","342609","310000","306200","305923","376040","298000","311260","326530","340700","340000","464700","477600","393698","417757","443798","473612","428396","540352","582162","645904","591222","588161","511879","753625","740979","821259","803935","806850","1034122","1098250","1283919","1343070","1439298","1541594","1700000","1702991","1505000","1709060","1641000","1621000","1673000","1763045","1791825","1649015","1841445","","",
"West Bank and Gaza","PSE","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29065","36554","31740","31680","33760","21513","31054","31467","33718","33143","32330","32652","32351","31635","33969","33277","14499","15596","18358","27057","27077","23759","23571","25255","38712","23155","22643","12268","19437","","",
"Pacific island small states","PSS","Land under cereal production (hectares)","AG.LND.CREL.HA","","13875","13677","13088","11149","9122","9409","10709","12566","12637","13106","11417","10640","9848","10601","12094","11953","12712","13087","14068","14932","14198","14515","13548","15017","15605","15686","13955","15429","15061","14952","14739","12893","12048","10582","9592","11352","10409","10363","8932","8341","8352","7717","9216","8490","9372","8508","8256","8140","7022","5862","5729","4835","5584","4805","5549","6232","6474","5865","5496","6011","6172","6730","","",
"Post-demographic dividend","PST","Land under cereal production (hectares)","AG.LND.CREL.HA","","145604112","144193212","145529281","144960960","144302264","146915983","152275586","152473519","145630771","137902304","147821295","142023451","149779190","152003209","156214655","159435005","157843396","154420233","154562612","159419468","168425615","166351384","151149073","163201321","163277140","156528745","145047504","139652073","149209215","149481692","144973589","162744937","156901067","158611672","154177875","163713077","167027899","160588931","155254394","158064868","156891897","152770654","155431568","159163253","157742093","151079374","158650565","164895673","159227794","153789532","153066910","158886089","159175268","154284274","154292659","151697182","146805214","145803732","146635714","146621172","152332816","143930242","","",
"French Polynesia","PYF","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Land under cereal production (hectares)","AG.LND.CREL.HA","","0","0","0","0","0","0","0","0","0","0","50","50","60","65","70","130","171","181","220","244","259","364","273","348","478","606","928","999","1081","1082","1348","1231","1761","1243","1335","1538","1708","1710","1870","1760","1627","1589","1911","1332","1944","1900","1204","640","351","351","281","314","395","378","308","293","275","265","153","211","392","289","","",
"Romania","ROU","Land under cereal production (hectares)","AG.LND.CREL.HA","","7029100","6663626","6708715","6692900","6766565","6820400","6603919","6657193","6563321","5900835","6167400","6238400","5792500","5903100","6239764","6350600","6308075","6317548","6320028","6468635","6232071","6022783","6052926","6273030","6285900","6200700","5987000","5905300","6027200","5704048","6048950","5773881","6394957","6557564","6444844","5842791","6242477","5847386","5344034","5435021","6229224","5714012","5114461","6103949","5802854","5079834","4750134","5181667","5265063","5019319","5219738","5424635","5409272","5423895","5455244","5480496","5191407","5261270","5572530","5341510","5356960","5189930","","",
"Russian Federation","RUS","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59541250","58824320","53953252","49309960","47250360","48491600","36076300","37069300","41145200","43057500","43030600","36759400","40493400","41123848","40540700","40309250","44576100","41926223","32353784","40606421","36986403","40323672","42199747","42832721","44421992","44250455","41993292","43442089","44762110","43459940","44651060","","",
"Rwanda","RWA","Land under cereal production (hectares)","AG.LND.CREL.HA","","156078","177538","96643","125565","122197","182777","189575","174838","171526","200340","188410","188298","194685","204573","204120","213264","226108","240745","234282","224918","259000","263465","268100","278248","274494","239046","227840","239754","226488","254072","275375","252015","161473","126440","124965","145237","197883","199695","217025","282557","311824","299934","316039","332474","349211","325616","351023","320639","321532","344166","371125","382463","437821","413530","428935","457999","494278","493566","507279","510255","533146","534338","","",
"South Asia","SAS","Land under cereal production (hectares)","AG.LND.CREL.HA","","114373056","116587418","116761242","118040835","117422318","116510054","120741020","123932855","126825087","126384995","124910823","123761908","129743823","125365099","127698649","127751933","130824980","131671765","130885250","131714362","133785313","129347461","134502072","133631441","132442488","132707638","127094952","132050701","133137756","131804018","129013833","128274700","129508469","129909421","129285496","130457364","130418611","131643312","133126561","133378208","130151662","124561239","129957666","128058483","130939118","130629122","132434632","133794411","130367415","133056178","133571207","131435301","132623546","134054444","133697662","132051790","132653584","130618326","128420835","135083896","135840454","132884711","","",
"Saudi Arabia","SAU","Land under cereal production (hectares)","AG.LND.CREL.HA","","273500","273600","287289","294300","305300","311500","311619","378866","323918","339000","428283","153949","200715","411165","345154","428044","391414","404923","437890","453072","274344","261949","316424","446241","630297","640821","713448","894572","962137","974551","1088941","1121897","1130013","1068834","705226","563212","656378","621825","686373","616368","659115","704804","697306","682180","632549","602875","577940","465724","325371","284169","257875","210023","164474","302139","289608","277005","265312","245988","244295","259567","185646","213661","","",
"Sudan","SDN","Land under cereal production (hectares)","AG.LND.CREL.HA","","1843005","1991247","2042662","1988734","2027871","1956722","2694291","1854151","2493008","2963831","2928797","2969966","3593284","3693036","4125081","4331650","4510817","4529297","3650781","4290453","5400934","4759713","5109180","4987021","7347342","6718950","4658280","8168746","5586558","3734629","6807379","8258795","6163842","10123688","7779570","8570100","9777220","9398620","7137840","6451260","8526340","7623682","9899820","5349940","12342840","9004586","9172504","9290904","9453803","7886440","9929220","5631780","10031765","11812534","7174020","12424860","9185545","12127530","10183520","9592120","10022186","9814448","","",
"Senegal","SEN","Land under cereal production (hectares)","AG.LND.CREL.HA","","961167","988000","1082000","1166000","1228453","1121438","1344165","1164745","1207337","1121847","1118734","1034919","1203764","1295224","1114837","1033300","1066813","1208722","1076913","1234834","1336682","1142154","912518","1158770","1523172","1164530","1252580","1217422","1259076","1229004","1241350","1218608","1416921","1407542","1360824","1286885","1117874","1093579","1442567","1166613","1152810","1205316","1331210","1081184","1192930","1124322","1068876","1481557","1614337","1477513","1136905","1227966","1130646","1125682","1563993","1663755","1704719","1757142","1729124","1998542","1906374","1896411","","",
"Singapore","SGP","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Land under cereal production (hectares)","AG.LND.CREL.HA","","115","120","125","130","135","138","140","868","1024","708","1141","395","394","394","599","1297","1940","2663","2997","3869","4029","3191","2567","2446","2170","2355","0","0","0","525","537","549","562","575","590","567","501","330","720","973","448","493","607","800","1000","970","933","1100","1100","1251","1235","1278","1353","1436","1457","1415","1466","1446","1442","1452","1447","1447","","",
"Sierra Leone","SLE","Land under cereal production (hectares)","AG.LND.CREL.HA","","316421","288000","298877","298951","332400","352300","373900","343900","332484","349112","378400","370600","373700","393500","403500","429800","440400","455400","430400","440500","431500","433500","413500","365392","389365","390805","402881","447300","463700","468600","453670","432919","456667","401700","341100","354500","387200","335570","250092","206336","335200","468407","490300","614005","737800","860000","508556","561336","593516","655146","718355","817744","773060","858374","736750","901418","898229","1277925","711839","716409","1083729","817626","","",
"El Salvador","SLV","Land under cereal production (hectares)","AG.LND.CREL.HA","","297088","302463","277880","267679","317394","334946","323746","340795","318623","342020","350854","346430","329609","350000","395500","372897","389466","414995","433861","427881","405455","368889","364687","374920","385140","389760","415730","417690","411435","425367","446040","486290","457590","451850","438445","409220","445424","415065","380695","361354","397822","328728","320104","330716","339950","334321","328871","357174","362998","355322","370766","392041","384707","403081","373447","390803","354029","343550","331804","333820","321959","358365","","",
"San Marino","SMR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Land under cereal production (hectares)","AG.LND.CREL.HA","","521000","515000","520000","511000","507000","502000","535000","515000","519000","480250","445100","645670","387050","395070","511100","614300","616800","582100","616600","575200","723200","758500","558700","769600","687500","636900","783000","860200","825300","549150","455800","413840","364500","987400","576080","559040","634648","479290","513271","535373","527960","573983","585518","630641","546473","527219","325163","413598","551531","618634","259997","323821","397538","440262","447104","280701","344488","330644","353513","353539","353560","353538","","",
"Serbia","SRB","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1889198","1936905","1936956","1957015","1874470","1911492","1723345","1768890","1824736","1766779","1766713","1718273","1721020","1707290","1746070","1778349","1732941","","",
"Sub-Saharan Africa (excluding high income)","SSA","Land under cereal production (hectares)","AG.LND.CREL.HA","","47335897","48441081","49420633","49538226","51220507","49500401","52872862","51756730","57272078","55332437","55634376","52572730","54488336","54893702","52397483","55622372","53220988","52174423","50528502","52750159","51516202","51428125","52925587","55230514","60778229","65250091","63569732","69530198","68884553","66827662","71327739","73251564","73094164","80838729","77968592","79513261","81092135","80206839","77846039","77065565","78743838","80325247","87317702","82025978","94172973","90565210","91280687","96024268","90683268","99230970","99278718","96920583","104115249","107748661","101811956","111602435","111016515","113434579","108454472","112746895","113298608","114115347","","",
"South Sudan","SSD","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1194000","1173000","1013451","1015093","939361","863208","883001","929547","987496","994925","1007211","","",
"Sub-Saharan Africa","SSF","Land under cereal production (hectares)","AG.LND.CREL.HA","","47335897","48441081","49420633","49538226","51220507","49500401","52872862","51756730","57272078","55332437","55634376","52572730","54488336","54893702","52397483","55622372","53220988","52174423","50528502","52750159","51516202","51428125","52925587","55230514","60778229","65250091","63569732","69530198","68884553","66827662","71327739","73251564","73094164","80838729","77968592","79513261","81092135","80206839","77846039","77065565","78743838","80325247","87317702","82025978","94172973","90565210","91280687","96024268","90683268","99230970","99278718","96920583","104115249","107748661","101811956","111602435","111016515","113434579","108454472","112746895","113298608","114115347","","",
"Small states","SST","Land under cereal production (hectares)","AG.LND.CREL.HA","","535743","526891","490392","561286","552675","589065","590071","576776","561299","576034","527431","503901","544508","579264","502113","480743","506083","486663","502887","529172","500378","525226","489689","560157","542874","550206","558138","557179","541775","511939","513884","956477","926060","871448","892715","882626","909955","889042","894397","827417","805494","759264","816296","747763","794512","806153","804904","839676","852080","815623","794618","810175","864207","893884","918648","818155","854935","863460","869068","872243","871513","859023","","",
"Sao Tome and Principe","STP","Land under cereal production (hectares)","AG.LND.CREL.HA","","270","270","270","270","270","290","300","300","305","310","310","325","340","350","360","330","330","330","300","300","330","330","400","450","480","600","750","850","1000","1400","1700","1800","1824","1900","1800","2000","1800","700","708","1000","1150","1210","1220","1235","1240","1100","1300","1300","1300","967","517","437","370","402","405","382","288","470","581","324","291","260","","",
"Suriname","SUR","Land under cereal production (hectares)","AG.LND.CREL.HA","","26340","27730","27948","30913","33838","29624","34016","35576","32686","39261","40279","37549","45134","44473","47646","48494","49810","55340","59013","65139","71028","72706","73465","74992","75043","75313","71295","69661","69967","52132","60168","68835","58809","60195","61531","61830","53555","50185","48493","42016","50822","40081","52453","49046","45582","44252","42105","43666","54502","53568","56944","51390","58293","62247","59283","62749","59340","56282","60239","57853","56869","55948","","",
"Slovak Republic","SVK","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834438","859786","847947","827694","852581","859622","733641","812784","825820","820036","794179","818080","794635","732875","784432","799375","769436","683483","741475","792817","759838","779581","749217","753845","717472","743140","769120","747320","717690","711490","","",
"Slovenia","SVN","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114161","111997","105253","102222","100669","96802","96430","92550","103468","105516","100414","100272","100723","96469","97121","100222","106523","101836","95740","95970","100733","99981","100906","100003","99384","99498","98330","98760","101510","102050","103550","","",
"Sweden","SWE","Land under cereal production (hectares)","AG.LND.CREL.HA","","1383378","1373709","1378086","1379055","1393007","1377911","1395251","1445593","1486969","1539265","1526409","1524870","1530306","1548414","1529855","1585361","1598264","1551823","1516953","1508788","1488238","1509809","1479999","1535382","1489500","1487000","1353240","1288380","1269920","1285220","1148597","1119160","1101400","1149108","1099201","1216724","1268680","1282813","1153160","1228922","1174253","1129270","1153890","1125672","1023976","961840","981900","1077700","1032100","948800","988100","991000","973014","1022750","1017980","1001680","992871","922110","977050","993340","983340","953470","","",
"Eswatini","SWZ","Land under cereal production (hectares)","AG.LND.CREL.HA","","106902","104139","84012","83290","83507","97312","103299","107470","110564","112262","71851","74080","82959","80018","71254","72110","57209","57209","75732","75733","58822","62007","46126","85606","87228","72740","80845","106843","94572","85651","60053","61510","61944","67516","70091","68653","73022","62801","76550","69743","59040","69071","68881","55664","57597","48131","48518","61320","59312","71689","57596","62957","88796","89239","67150","29045","69845","90966","76061","69690","71696","81701","","",
"Sint Maarten (Dutch part)","SXM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Land under cereal production (hectares)","AG.LND.CREL.HA","","2161829","2268047","2478681","2349417","2001153","1275734","1944724","1625577","1931088","2551385","1934659","2039861","2470303","2319546","2786752","2840392","2632432","2665306","2619295","2734701","2676133","2882717","2879931","2471315","2719482","2713741","2823735","3011928","4196100","4134422","3565164","3711678","3617288","3510258","3669514","3232998","3395141","3326214","3078578","3058195","3049377","2975861","3115150","3186202","3290415","3147586","3088482","2993982","2774850","3166445","2874494","2797563","2668191","2534198","2300226","2400266","2379322","2312042","2884101","2904822","3065229","2396243","","",
"Turks and Caicos Islands","TCA","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Land under cereal production (hectares)","AG.LND.CREL.HA","","1275850","1277450","1252300","1212024","1214842","1068544","1084300","1077780","983533","958400","1045708","1005090","912800","919800","1020981","1155128","1183800","1243000","1118000","1048000","556000","581344","860635","704640","1129349","1086801","989599","1100319","1123227","1075428","1312746","1337553","1231725","1573818","1559514","1459652","1693957","1885248","1857717","1750631","2081892","1807131","1956034","1807113","2433082","2605749","2467216","2486704","2642645","4257228","2622188","3393562","3187331","3212184","3058448","3401981","3292418","3384176","3300719","3324147","3217982","3310037","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Land under cereal production (hectares)","AG.LND.CREL.HA","","123950347","125464910","125496009","129724379","127776729","131719763","128932101","128568114","129386738","131670763","134927103","133238863","136392271","136375688","138194241","138329803","138063934","139994804","137665213","138514351","136752085","133046161","137063164","136979928","134346493","135972108","134152195","136403904","138892400","140651413","140069586","140190997","136422785","135281679","138952007","142513150","142122353","142227698","144361353","137589907","134691002","132918530","129547405","132691954","136342990","139869907","141715335","143717967","146691251","148871353","149774422","151432770","152394268","152069513","159131070","158460818","158517936","158293378","152314312","152685744","155383811","155346162","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Land under cereal production (hectares)","AG.LND.CREL.HA","","31809450","31190698","31287515","31181488","30866203","30831868","30572662","30736483","31013633","29906959","30446554","30300340","29164941","29587915","30284877","30286625","30482725","30020609","30440022","29914758","30218151","30030666","29964861","30188828","30400134","30634076","30384395","30529980","30405595","30251280","31125534","132311709","133416873","125469495","118183488","113733685","117147232","99424927","98561732","104293215","110295234","109964078","99979694","108368897","108154611","107452356","106188285","113180973","112795858","99202227","109277963","103807402","109234099","108649819","109066897","110633363","109515053","107224660","110277359","111893322","111192936","108055332","","",
"Togo","TGO","Land under cereal production (hectares)","AG.LND.CREL.HA","","373973","388664","427890","453100","524855","647800","533743","428552","322000","397011","385290","290500","325030","266655","273280","281600","306000","356800","383200","465000","399530","354900","389400","492800","441058","464532","510490","597000","616400","648006","609500","573150","721432","793232","696140","846231","762596","747243","715842","699716","708237","708594","699168","729829","735748","783163","782496","817193","853985","880827","862697","1140181","1198660","1136766","1010956","1117554","1144144","1169323","1200694","1178372","1221064","1233007","","",
"Thailand","THA","Land under cereal production (hectares)","AG.LND.CREL.HA","","6427204","6870641","6897698","6860640","6862581","8008240","7019560","7576759","7974893","7639240","8123480","7764720","8878000","8590640","9737720","9422400","9883153","10405794","10244661","10785702","10845041","10491858","11431549","11660448","12051539","11201914","10673443","11876093","11778072","10536438","10657182","10587015","10386331","10519979","10533970","10747055","11242739","11025860","11295454","11228129","11455364","10941834","11434393","11282003","11475657","11342030","11875069","11946683","12471675","13328078","13338804","13338796","13080548","12051561","11116700","11968338","12032106","12011701","11125581","12350498","12520319","12847242","","",
"Tajikistan","TJK","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273460","276741","244591","264600","372924","425697","397173","383936","415790","341685","363922","412366","400077","417165","413620","371533","424794","448764","443519","410754","406573","420585","394424","406030","408238","394714","358020","367470","367772","376801","405424","","",
"Turkmenistan","TKM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330991","432300","429000","648000","661000","640000","595000","690000","825000","790000","842500","963000","950000","1037000","1061000","862900","938200","904600","903100","880800","935231","964050","811140","846811","914296","917975","792850","798522","729894","724105","652359","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Land under cereal production (hectares)","AG.LND.CREL.HA","","36973183","35900467","40328209","42863018","42163434","43307126","44763374","46042173","45553625","46242148","48197398","46719340","46142860","46895768","49238753","52918295","50826794","49863204","48357821","48901733","51605580","52692797","49944209","50456681","51142736","51525003","53007763","51339368","49839841","46666554","48081200","48488947","45601202","48515509","48759488","47260375","49999359","46439530","46311665","47996666","49490385","47899105","50058146","50160228","48830622","47257103","50083275","53212095","48848787","48130540","50681763","52510291","53788168","54244780","54210549","53183350","57692196","57120025","57641794","61011309","62445803","66118295","","",
"Timor-Leste","TLS","Land under cereal production (hectares)","AG.LND.CREL.HA","","24400","29000","27100","24300","20745","22087","24700","23500","21000","23100","17800","17500","20900","24000","30000","35000","41000","50000","57000","63000","59000","62500","65000","66928","69673","70572","69739","63675","62036","82559","90917","77751","76924","78116","74222","77798","76975","45720","66867","72000","91764","88396","93950","75000","98000","116000","103400","125068","110338","106803","57260","87086","70818","65443","82407","60970","57532","57202","52464","47993","84458","79665","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Land under cereal production (hectares)","AG.LND.CREL.HA","","20750946","21280105","21966587","21958743","23079507","22734601","23598490","24663478","23768386","24632267","22742739","25183497","24549422","25000697","25680143","26470518","23803289","24667107","24279025","25582104","26030114","25299223","26099202","24006766","27692500","26601014","26974108","25904132","28026967","29953181","30084495","30718177","29869481","28033483","26791982","30512200","25554547","29544508","24998152","24018660","25477496","25910046","28559028","29300441","30283799","29313857","29222616","23704985","27542671","27698725","27700465","28260638","28524831","27700943","25469506","24496665","26901490","24867831","29347548","28440667","25832389","23549290","","",
